subperiodlarge,subperiodsmall,TESTPERIOD,OBS,date,port,ret_Port_Mean,ret_Port_Sd,mkt_Port_Mean,beta_Port_Mean,beta_sq_Port_Mean,sdres_Port_Mean
1956 to 1968,1961 to 1968,8,7090,31/07/1964,10,0.038310238,0.050492755,0.03078121,0.958619517,1.044185711,0.066525502
1956 to 1968,1961 to 1968,8,7091,31/07/1964,11,0.042661064,0.090046313,0.03078121,1.054313093,1.271823984,0.068498367
1956 to 1968,1961 to 1968,8,7092,31/07/1964,12,0.012545534,0.058776531,0.03078121,1.084664593,1.3778097,0.07732039
1956 to 1968,1961 to 1968,8,7093,31/07/1964,13,0.02892425,0.055120569,0.03078121,0.984658867,1.048854813,0.06422015
1956 to 1968,1961 to 1968,8,7094,31/07/1964,14,0.023733231,0.066299128,0.03078121,1.087023625,1.261321232,0.070558861
1956 to 1968,1961 to 1968,8,7095,31/07/1964,15,0.055636873,0.060678883,0.03078121,0.97582069,1.022514318,0.064488894
1956 to 1968,1961 to 1968,8,7096,31/07/1964,16,0.041807123,0.077690389,0.03078121,1.141397221,1.417623783,0.070995016
1956 to 1968,1961 to 1968,8,7097,31/07/1964,17,0.025463478,0.086696593,0.03078121,1.102861721,1.375293329,0.077589596
1956 to 1968,1961 to 1968,8,7098,31/07/1964,18,0.026359164,0.055078725,0.03078121,1.111998188,1.347580386,0.074853287
1956 to 1968,1961 to 1968,8,7099,31/07/1964,19,0.047529047,0.079852034,0.03078121,1.225747739,1.579232062,0.065765382
1956 to 1968,1961 to 1968,8,7100,31/07/1964,20,0.032612257,0.088218816,0.03078121,1.371645181,1.951704227,0.079422451
1956 to 1968,1961 to 1968,8,7101,31/08/1964,1,0.011860267,0.032586877,-0.010494596,0.661190561,0.481593374,0.056306364
1956 to 1968,1961 to 1968,8,7102,31/08/1964,2,-0.004393521,0.040689691,-0.010494596,0.680687577,0.509193566,0.061281746
1956 to 1968,1961 to 1968,8,7103,31/08/1964,3,0.00830378,0.055947561,-0.010494596,0.800184555,0.715205311,0.063207295
1956 to 1968,1961 to 1968,8,7104,31/08/1964,4,-0.034264812,0.110095303,-0.010494596,0.750316485,0.6301097,0.062030757
1956 to 1968,1961 to 1968,8,7105,31/08/1964,5,-0.026839986,0.055349885,-0.010494596,0.880743377,0.862796784,0.065036536
1956 to 1968,1961 to 1968,8,7106,31/08/1964,6,-0.016252633,0.066405598,-0.010494596,0.956814596,0.958616271,0.069218543
1956 to 1968,1961 to 1968,8,7107,31/08/1964,7,0.003893208,0.070575667,-0.010494596,0.90504735,0.887185693,0.066357833
1956 to 1968,1961 to 1968,8,7108,31/08/1964,8,-0.014956286,0.076748006,-0.010494596,0.857260079,0.885819493,0.064197116
1956 to 1968,1961 to 1968,8,7109,31/08/1964,9,-0.016123889,0.048845137,-0.010494596,0.931212702,1.000417308,0.064539553
1956 to 1968,1961 to 1968,8,7110,31/08/1964,10,-0.010649144,0.032444829,-0.010494596,0.958619517,1.044185711,0.066525502
1956 to 1968,1961 to 1968,8,7111,31/08/1964,11,-0.003584914,0.043571696,-0.010494596,1.015244014,1.157691996,0.067244698
1956 to 1968,1961 to 1968,8,7112,31/08/1964,12,-0.008476229,0.041322579,-0.010494596,1.084664593,1.3778097,0.07732039
1956 to 1968,1961 to 1968,8,7113,31/08/1964,13,-0.009634075,0.065874585,-0.010494596,0.984658867,1.048854813,0.06422015
1956 to 1968,1961 to 1968,8,7114,31/08/1964,14,0.000517896,0.046354341,-0.010494596,1.087023625,1.261321232,0.070558861
1956 to 1968,1961 to 1968,8,7115,31/08/1964,15,-0.013931795,0.056315492,-0.010494596,0.97582069,1.022514318,0.064488894
1956 to 1968,1961 to 1968,8,7116,31/08/1964,16,-0.009924398,0.06174572,-0.010494596,1.141397221,1.417623783,0.070995016
1956 to 1968,1961 to 1968,8,7117,31/08/1964,17,-0.030179161,0.071504452,-0.010494596,1.102861721,1.375293329,0.077589596
1956 to 1968,1961 to 1968,8,7118,31/08/1964,18,-0.011110027,0.066108366,-0.010494596,1.111998188,1.347580386,0.074853287
1956 to 1968,1961 to 1968,8,7119,31/08/1964,19,-0.0347015,0.065028481,-0.010494596,1.23190647,1.596795796,0.066636855
1956 to 1968,1961 to 1968,8,7120,31/08/1964,20,-0.013718965,0.043625541,-0.010494596,1.371645181,1.951704227,0.079422451
1956 to 1968,1961 to 1968,8,7121,30/09/1964,1,0.011136579,0.045738591,0.036408617,0.661190561,0.481593374,0.056306364
1956 to 1968,1961 to 1968,8,7122,30/09/1964,2,0.024901991,0.051633848,0.036408617,0.670771642,0.49524519,0.060738165
1956 to 1968,1961 to 1968,8,7123,30/09/1964,3,0.026540653,0.059145253,0.036408617,0.800184555,0.715205311,0.063207295
1956 to 1968,1961 to 1968,8,7124,30/09/1964,4,-0.004220707,0.050130229,0.036408617,0.750316485,0.6301097,0.062030757
1956 to 1968,1961 to 1968,8,7125,30/09/1964,5,0.022253718,0.074302976,0.036408617,0.880743377,0.862796784,0.065036536
1956 to 1968,1961 to 1968,8,7126,30/09/1964,6,0.051573713,0.051178489,0.036408617,0.956814596,0.958616271,0.069218543
1956 to 1968,1961 to 1968,8,7127,30/09/1964,7,0.040251079,0.066881974,0.036408617,0.912470204,0.901807462,0.067336158
1956 to 1968,1961 to 1968,8,7128,30/09/1964,8,0.05054749,0.07556166,0.036408617,0.866682323,0.905791639,0.063554064
1956 to 1968,1961 to 1968,8,7129,30/09/1964,9,0.041477784,0.045040101,0.036408617,0.930369553,1.005495798,0.063003464
1956 to 1968,1961 to 1968,8,7130,30/09/1964,10,0.019739572,0.061628014,0.036408617,0.958619517,1.044185711,0.066525502
1956 to 1968,1961 to 1968,8,7131,30/09/1964,11,0.023304396,0.049645517,0.036408617,1.015244014,1.157691996,0.067244698
1956 to 1968,1961 to 1968,8,7132,30/09/1964,12,0.052165098,0.056105514,0.036408617,1.084664593,1.3778097,0.07732039
1956 to 1968,1961 to 1968,8,7133,30/09/1964,13,0.047962628,0.087386304,0.036408617,0.990172794,1.061973065,0.063817124
1956 to 1968,1961 to 1968,8,7134,30/09/1964,14,0.051917729,0.059489849,0.036408617,1.087023625,1.261321232,0.070558861
1956 to 1968,1961 to 1968,8,7135,30/09/1964,15,0.051387889,0.050571242,0.036408617,0.97582069,1.022514318,0.064488894
1956 to 1968,1961 to 1968,8,7136,30/09/1964,16,0.040783004,0.06267539,0.036408617,1.141397221,1.417623783,0.070995016
1956 to 1968,1961 to 1968,8,7137,30/09/1964,17,0.065029919,0.061201669,0.036408617,1.102861721,1.375293329,0.077589596
1956 to 1968,1961 to 1968,8,7138,30/09/1964,18,0.032718211,0.063126153,0.036408617,1.111998188,1.347580386,0.074853287
1956 to 1968,1961 to 1968,8,7139,30/09/1964,19,0.068509186,0.087432178,0.036408617,1.23190647,1.596795796,0.066636855
1956 to 1968,1961 to 1968,8,7140,30/09/1964,20,0.114247786,0.149885034,0.036408617,1.371645181,1.951704227,0.079422451
1956 to 1968,1961 to 1968,8,7141,30/10/1964,1,0.018702763,0.056563811,0.020897338,0.661190561,0.481593374,0.056306364
1956 to 1968,1961 to 1968,8,7142,30/10/1964,2,0.00225833,0.037318376,0.020897338,0.670771642,0.49524519,0.060738165
1956 to 1968,1961 to 1968,8,7143,30/10/1964,3,0.017587574,0.059123683,0.020897338,0.800184555,0.715205311,0.063207295
1956 to 1968,1961 to 1968,8,7144,30/10/1964,4,0.025921864,0.063783893,0.020897338,0.750316485,0.6301097,0.062030757
1956 to 1968,1961 to 1968,8,7145,30/10/1964,5,0.030161806,0.086451479,0.020897338,0.880743377,0.862796784,0.065036536
1956 to 1968,1961 to 1968,8,7146,30/10/1964,6,0.019123674,0.062195521,0.020897338,0.956814596,0.958616271,0.069218543
1956 to 1968,1961 to 1968,8,7147,30/10/1964,7,0.006511179,0.075927948,0.020897338,0.90504735,0.887185693,0.066357833
1956 to 1968,1961 to 1968,8,7148,30/10/1964,8,0.015264451,0.063448683,0.020897338,0.866682323,0.905791639,0.063554064
1956 to 1968,1961 to 1968,8,7149,30/10/1964,9,0.033864313,0.080890857,0.020897338,0.931212702,1.000417308,0.064539553
1956 to 1968,1961 to 1968,8,7150,30/10/1964,10,0.03500281,0.054550384,0.020897338,0.980902362,1.079503495,0.06650602
1956 to 1968,1961 to 1968,8,7151,30/10/1964,11,0.017729354,0.06453227,0.020897338,1.015244014,1.157691996,0.067244698
1956 to 1968,1961 to 1968,8,7152,30/10/1964,12,0.019821652,0.070616147,0.020897338,1.084664593,1.3778097,0.07732039
1956 to 1968,1961 to 1968,8,7153,30/10/1964,13,0.042490033,0.05265837,0.020897338,0.990172794,1.061973065,0.063817124
1956 to 1968,1961 to 1968,8,7154,30/10/1964,14,0.004383571,0.053156047,0.020897338,1.087023625,1.261321232,0.070558861
1956 to 1968,1961 to 1968,8,7155,30/10/1964,15,0.003166093,0.053274737,0.020897338,0.97582069,1.022514318,0.064488894
1956 to 1968,1961 to 1968,8,7156,30/10/1964,16,0.021482364,0.05827373,0.020897338,1.130664809,1.395144301,0.069856557
1956 to 1968,1961 to 1968,8,7157,30/10/1964,17,0.018125399,0.10611877,0.020897338,1.134361564,1.449139818,0.080021855
1956 to 1968,1961 to 1968,8,7158,30/10/1964,18,0.019580831,0.078703023,0.020897338,1.111998188,1.347580386,0.074853287
1956 to 1968,1961 to 1968,8,7159,30/10/1964,19,0.046815093,0.109178247,0.020897338,1.23190647,1.596795796,0.066636855
1956 to 1968,1961 to 1968,8,7160,30/10/1964,20,0.01244573,0.0665386,0.020897338,1.371645181,1.951704227,0.079422451
1956 to 1968,1961 to 1968,8,7161,30/11/1964,1,-0.005317567,0.045182933,0.000897142,0.661190561,0.481593374,0.056306364
1956 to 1968,1961 to 1968,8,7162,30/11/1964,2,0.015559443,0.069532542,0.000897142,0.670771642,0.49524519,0.060738165
1956 to 1968,1961 to 1968,8,7163,30/11/1964,3,0.027753282,0.087131494,0.000897142,0.800184555,0.715205311,0.063207295
1956 to 1968,1961 to 1968,8,7164,30/11/1964,4,-0.009001714,0.064709446,0.000897142,0.750316485,0.6301097,0.062030757
1956 to 1968,1961 to 1968,8,7165,30/11/1964,5,0.015704702,0.065191245,0.000897142,0.880743377,0.862796784,0.065036536
1956 to 1968,1961 to 1968,8,7166,30/11/1964,6,0.00268212,0.072646502,0.000897142,0.956814596,0.958616271,0.069218543
1956 to 1968,1961 to 1968,8,7167,30/11/1964,7,0.002717368,0.06067285,0.000897142,0.90504735,0.887185693,0.066357833
1956 to 1968,1961 to 1968,8,7168,30/11/1964,8,0.005084792,0.046585158,0.000897142,0.866682323,0.905791639,0.063554064
1956 to 1968,1961 to 1968,8,7169,30/11/1964,9,-0.006993658,0.067547929,0.000897142,0.931212702,1.000417308,0.064539553
1956 to 1968,1961 to 1968,8,7170,30/11/1964,10,-0.002441364,0.075329576,0.000897142,1.005228654,1.117913405,0.065957181
1956 to 1968,1961 to 1968,8,7171,30/11/1964,11,-0.004618658,0.056549607,0.000897142,1.015244014,1.157691996,0.067244698
1956 to 1968,1961 to 1968,8,7172,30/11/1964,12,-0.021865484,0.067802244,0.000897142,1.084664593,1.3778097,0.07732039
1956 to 1968,1961 to 1968,8,7173,30/11/1964,13,0.009249432,0.056466692,0.000897142,0.990172794,1.061973065,0.063817124
1956 to 1968,1961 to 1968,8,7174,30/11/1964,14,-0.008678091,0.049744087,0.000897142,1.087023625,1.261321232,0.070558861
1956 to 1968,1961 to 1968,8,7175,30/11/1964,15,-0.009107967,0.054677834,0.000897142,0.97582069,1.022514318,0.064488894
1956 to 1968,1961 to 1968,8,7176,30/11/1964,16,0.003619762,0.05096241,0.000897142,1.130664809,1.395144301,0.069856557
1956 to 1968,1961 to 1968,8,7177,30/11/1964,17,-0.013411732,0.062005243,0.000897142,1.134361564,1.449139818,0.080021855
1956 to 1968,1961 to 1968,8,7178,30/11/1964,18,0.010104828,0.173627913,0.000897142,1.111998188,1.347580386,0.074853287
1956 to 1968,1961 to 1968,8,7179,30/11/1964,19,-0.019022403,0.066580732,0.000897142,1.23190647,1.596795796,0.066636855
1956 to 1968,1961 to 1968,8,7180,30/11/1964,20,-0.043916343,0.059080665,0.000897142,1.371645181,1.951704227,0.079422451
1956 to 1968,1961 to 1968,8,7181,31/12/1964,1,-0.01529721,0.053005351,-0.011447077,0.661190561,0.481593374,0.056306364
1956 to 1968,1961 to 1968,8,7182,31/12/1964,2,-0.004564839,0.049376131,-0.011447077,0.670771642,0.49524519,0.060738165
1956 to 1968,1961 to 1968,8,7183,31/12/1964,3,-0.026302079,0.04245219,-0.011447077,0.800184555,0.715205311,0.063207295
1956 to 1968,1961 to 1968,8,7184,31/12/1964,4,5.22E-05,0.06098382,-0.011447077,0.750316485,0.6301097,0.062030757
1956 to 1968,1961 to 1968,8,7185,31/12/1964,5,-0.002044262,0.056927519,-0.011447077,0.880743377,0.862796784,0.065036536
1956 to 1968,1961 to 1968,8,7186,31/12/1964,6,-0.025251255,0.050714554,-0.011447077,0.956814596,0.958616271,0.069218543
1956 to 1968,1961 to 1968,8,7187,31/12/1964,7,-0.008851736,0.039227851,-0.011447077,0.90504735,0.887185693,0.066357833
1956 to 1968,1961 to 1968,8,7188,31/12/1964,8,-0.002645224,0.061333917,-0.011447077,0.866682323,0.905791639,0.063554064
1956 to 1968,1961 to 1968,8,7189,31/12/1964,9,-0.01082226,0.037386754,-0.011447077,0.931212702,1.000417308,0.064539553
1956 to 1968,1961 to 1968,8,7190,31/12/1964,10,-0.013059798,0.053578364,-0.011447077,1.005228654,1.117913405,0.065957181
1956 to 1968,1961 to 1968,8,7191,31/12/1964,11,-0.009406609,0.065091275,-0.011447077,0.992023978,1.102894391,0.066588706
1956 to 1968,1961 to 1968,8,7192,31/12/1964,12,-0.025344129,0.036454399,-0.011447077,1.084664593,1.3778097,0.07732039
1956 to 1968,1961 to 1968,8,7193,31/12/1964,13,-0.037705514,0.054551866,-0.011447077,0.990172794,1.061973065,0.063817124
1956 to 1968,1961 to 1968,8,7194,31/12/1964,14,0.005147555,0.064611228,-0.011447077,1.087023625,1.261321232,0.070558861
1956 to 1968,1961 to 1968,8,7195,31/12/1964,15,-0.001312956,0.098769864,-0.011447077,0.97582069,1.022514318,0.064488894
1956 to 1968,1961 to 1968,8,7196,31/12/1964,16,-0.011099667,0.040337131,-0.011447077,1.130664809,1.395144301,0.069856557
1956 to 1968,1961 to 1968,8,7197,31/12/1964,17,-0.008936922,0.086048494,-0.011447077,1.134361564,1.449139818,0.080021855
1956 to 1968,1961 to 1968,8,7198,31/12/1964,18,-0.014016559,0.057644253,-0.011447077,1.111998188,1.347580386,0.074853287
1956 to 1968,1961 to 1968,8,7199,31/12/1964,19,0.001799315,0.066761714,-0.011447077,1.23190647,1.596795796,0.066636855
1956 to 1968,1961 to 1968,8,7200,31/12/1964,20,-0.061610823,0.05585874,-0.011447077,1.371645181,1.951704227,0.079422451
1956 to 1968,1961 to 1968,8,7201,29/01/1965,1,0.057739423,0.065237374,0.063447987,0.652178166,0.463493399,0.055502807
1956 to 1968,1961 to 1968,8,7202,29/01/1965,2,0.055072799,0.06923864,0.063447987,0.663656773,0.484988866,0.059457942
1956 to 1968,1961 to 1968,8,7203,29/01/1965,3,0.068023694,0.063286238,0.063447987,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7204,29/01/1965,4,0.066126881,0.064775953,0.063447987,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7205,29/01/1965,5,0.062578972,0.063102122,0.063447987,0.873439629,0.844203951,0.065342268
1956 to 1968,1961 to 1968,8,7206,29/01/1965,6,0.065676732,0.120285568,0.063447987,0.955492397,0.956582771,0.071782558
1956 to 1968,1961 to 1968,8,7207,29/01/1965,7,0.055862915,0.081792722,0.063447987,0.897431881,0.878029647,0.065053492
1956 to 1968,1961 to 1968,8,7208,29/01/1965,8,0.062865125,0.084253719,0.063447987,0.862085566,0.898056125,0.062823928
1956 to 1968,1961 to 1968,8,7209,29/01/1965,9,0.067123987,0.084623783,0.063447987,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7210,29/01/1965,10,0.057685505,0.075916328,0.063447987,1.006619119,1.12255118,0.063189248
1956 to 1968,1961 to 1968,8,7211,29/01/1965,11,0.056087608,0.076237939,0.063447987,0.980449481,1.069925074,0.065680106
1956 to 1968,1961 to 1968,8,7212,29/01/1965,12,0.066678003,0.055630753,0.063447987,1.089572867,1.376014247,0.075711507
1956 to 1968,1961 to 1968,8,7213,29/01/1965,13,0.06197507,0.060243919,0.063447987,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7214,29/01/1965,14,0.070942884,0.096011065,0.063447987,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7215,29/01/1965,15,0.064938316,0.072169789,0.063447987,0.981896483,1.038405001,0.064318049
1956 to 1968,1961 to 1968,8,7216,29/01/1965,16,0.066075471,0.047752316,0.063447987,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7217,29/01/1965,17,0.056332882,0.094083836,0.063447987,1.133726553,1.440104337,0.079883846
1956 to 1968,1961 to 1968,8,7218,29/01/1965,18,0.045681353,0.040671373,0.063447987,1.113169651,1.35141519,0.074883878
1956 to 1968,1961 to 1968,8,7219,29/01/1965,19,0.056886538,0.092072713,0.063447987,1.248615798,1.645491908,0.068473376
1956 to 1968,1961 to 1968,8,7220,29/01/1965,20,0.090939163,0.087795671,0.063447987,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7221,26/02/1965,1,0.024198208,0.053978449,0.029531886,0.652178166,0.463493399,0.055502807
1956 to 1968,1961 to 1968,8,7222,26/02/1965,2,0.013308854,0.044603846,0.029531886,0.663656773,0.484988866,0.059457942
1956 to 1968,1961 to 1968,8,7223,26/02/1965,3,0.018491918,0.052145623,0.029531886,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7224,26/02/1965,4,0.017123773,0.06582066,0.029531886,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7225,26/02/1965,5,0.032064676,0.067276661,0.029531886,0.873439629,0.844203951,0.065342268
1956 to 1968,1961 to 1968,8,7226,26/02/1965,6,0.012710681,0.056825246,0.029531886,0.938153951,0.920033086,0.071195766
1956 to 1968,1961 to 1968,8,7227,26/02/1965,7,0.017572772,0.062109343,0.029531886,0.897431881,0.878029647,0.065053492
1956 to 1968,1961 to 1968,8,7228,26/02/1965,8,0.039993149,0.08011577,0.029531886,0.862085566,0.898056125,0.062823928
1956 to 1968,1961 to 1968,8,7229,26/02/1965,9,0.017937448,0.046329532,0.029531886,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7230,26/02/1965,10,0.036124935,0.055956626,0.029531886,0.994924514,1.10096513,0.063272168
1956 to 1968,1961 to 1968,8,7231,26/02/1965,11,0.03023077,0.05221521,0.029531886,0.980449481,1.069925074,0.065680106
1956 to 1968,1961 to 1968,8,7232,26/02/1965,12,0.040137127,0.082683321,0.029531886,1.089572867,1.376014247,0.075711507
1956 to 1968,1961 to 1968,8,7233,26/02/1965,13,0.020194183,0.065375721,0.029531886,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7234,26/02/1965,14,0.041697266,0.090585389,0.029531886,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7235,26/02/1965,15,0.028686115,0.081732928,0.029531886,0.981896483,1.038405001,0.064318049
1956 to 1968,1961 to 1968,8,7236,26/02/1965,16,0.028042599,0.054059157,0.029531886,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7237,26/02/1965,17,0.043863598,0.071725061,0.029531886,1.158173067,1.491321442,0.080515709
1956 to 1968,1961 to 1968,8,7238,26/02/1965,18,0.041165792,0.064176184,0.029531886,1.113169651,1.35141519,0.074883878
1956 to 1968,1961 to 1968,8,7239,26/02/1965,19,0.048637786,0.077146911,0.029531886,1.244620844,1.639094039,0.068602083
1956 to 1968,1961 to 1968,8,7240,26/02/1965,20,0.017496898,0.047014998,0.029531886,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7241,31/03/1965,1,0.003681059,0.038429379,0.008156372,0.652178166,0.463493399,0.055502807
1956 to 1968,1961 to 1968,8,7242,31/03/1965,2,0.003547216,0.035454072,0.008156372,0.663656773,0.484988866,0.059457942
1956 to 1968,1961 to 1968,8,7243,31/03/1965,3,0.021165222,0.079591191,0.008156372,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7244,31/03/1965,4,-0.004939143,0.050203784,0.008156372,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7245,31/03/1965,5,-0.017614225,0.078629285,0.008156372,0.873439629,0.844203951,0.065342268
1956 to 1968,1961 to 1968,8,7246,31/03/1965,6,-0.001277524,0.054226286,0.008156372,0.933959151,0.914062296,0.068295714
1956 to 1968,1961 to 1968,8,7247,31/03/1965,7,-0.006083402,0.042380145,0.008156372,0.897431881,0.878029647,0.065053492
1956 to 1968,1961 to 1968,8,7248,31/03/1965,8,-0.004160287,0.04029386,0.008156372,0.847113061,0.873313434,0.061127131
1956 to 1968,1961 to 1968,8,7249,31/03/1965,9,-0.009849449,0.05365194,0.008156372,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7250,31/03/1965,10,0.01857812,0.071480046,0.008156372,0.994924514,1.10096513,0.063272168
1956 to 1968,1961 to 1968,8,7251,31/03/1965,11,0.033061765,0.101136954,0.008156372,0.980449481,1.069925074,0.065680106
1956 to 1968,1961 to 1968,8,7252,31/03/1965,12,0.003748134,0.07177991,0.008156372,1.089572867,1.376014247,0.075711507
1956 to 1968,1961 to 1968,8,7253,31/03/1965,13,0.002419696,0.05458734,0.008156372,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7254,31/03/1965,14,-0.0153571,0.040787589,0.008156372,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7255,31/03/1965,15,0.02056381,0.068786122,0.008156372,0.963225115,0.996466599,0.063682909
1956 to 1968,1961 to 1968,8,7256,31/03/1965,16,-0.005748705,0.03953409,0.008156372,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7257,31/03/1965,17,-0.011757231,0.055800224,0.008156372,1.133726553,1.440104337,0.079883846
1956 to 1968,1961 to 1968,8,7258,31/03/1965,18,0.014378019,0.07025627,0.008156372,1.113169651,1.35141519,0.074883878
1956 to 1968,1961 to 1968,8,7259,31/03/1965,19,-0.000493856,0.054302939,0.008156372,1.244620844,1.639094039,0.068602083
1956 to 1968,1961 to 1968,8,7260,31/03/1965,20,0.025116565,0.074618615,0.008156372,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7261,30/04/1965,1,0.016748707,0.041154377,0.041139771,0.636668396,0.439389415,0.052786392
1956 to 1968,1961 to 1968,8,7262,30/04/1965,2,0.026331869,0.072681302,0.041139771,0.663656773,0.484988866,0.059457942
1956 to 1968,1961 to 1968,8,7263,30/04/1965,3,0.05979934,0.076054877,0.041139771,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7264,30/04/1965,4,0.037815614,0.078793392,0.041139771,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7265,30/04/1965,5,0.04393184,0.076274451,0.041139771,0.873439629,0.844203951,0.065342268
1956 to 1968,1961 to 1968,8,7266,30/04/1965,6,0.014932405,0.039738532,0.041139771,0.933959151,0.914062296,0.068295714
1956 to 1968,1961 to 1968,8,7267,30/04/1965,7,0.03956578,0.069657149,0.041139771,0.897431881,0.878029647,0.065053492
1956 to 1968,1961 to 1968,8,7268,30/04/1965,8,0.056385225,0.079575185,0.041139771,0.847113061,0.873313434,0.061127131
1956 to 1968,1961 to 1968,8,7269,30/04/1965,9,0.020963731,0.053433341,0.041139771,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7270,30/04/1965,10,0.032518702,0.058292754,0.041139771,0.994924514,1.10096513,0.063272168
1956 to 1968,1961 to 1968,8,7271,30/04/1965,11,0.017334067,0.066251149,0.041139771,0.980449481,1.069925074,0.065680106
1956 to 1968,1961 to 1968,8,7272,30/04/1965,12,0.029963817,0.054699216,0.041139771,1.089572867,1.376014247,0.075711507
1956 to 1968,1961 to 1968,8,7273,30/04/1965,13,0.029775465,0.064126672,0.041139771,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7274,30/04/1965,14,0.047902931,0.066221669,0.041139771,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7275,30/04/1965,15,0.056618528,0.075792126,0.041139771,0.963225115,0.996466599,0.063682909
1956 to 1968,1961 to 1968,8,7276,30/04/1965,16,0.046931202,0.068074273,0.041139771,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7277,30/04/1965,17,0.025986644,0.067264469,0.041139771,1.133726553,1.440104337,0.079883846
1956 to 1968,1961 to 1968,8,7278,30/04/1965,18,0.05419099,0.096094469,0.041139771,1.113169651,1.35141519,0.074883878
1956 to 1968,1961 to 1968,8,7279,30/04/1965,19,0.042896187,0.056569667,0.041139771,1.261012308,1.680887263,0.069785643
1956 to 1968,1961 to 1968,8,7280,30/04/1965,20,0.07487352,0.129004754,0.041139771,1.404707096,2.057964136,0.082010404
1956 to 1968,1961 to 1968,8,7281,28/05/1965,1,-0.014213647,0.03453243,-0.010119156,0.636668396,0.439389415,0.052786392
1956 to 1968,1961 to 1968,8,7282,28/05/1965,2,-0.006135002,0.048451603,-0.010119156,0.669633731,0.494037405,0.059113268
1956 to 1968,1961 to 1968,8,7283,28/05/1965,3,-0.001379391,0.069827332,-0.010119156,0.789636569,0.698955173,0.062949655
1956 to 1968,1961 to 1968,8,7284,28/05/1965,4,-0.01087292,0.050076955,-0.010119156,0.748418775,0.628406042,0.062327353
1956 to 1968,1961 to 1968,8,7285,28/05/1965,5,-0.022477592,0.044334219,-0.010119156,0.873439629,0.844203951,0.065342268
1956 to 1968,1961 to 1968,8,7286,28/05/1965,6,-0.009311215,0.043888754,-0.010119156,0.933959151,0.914062296,0.068295714
1956 to 1968,1961 to 1968,8,7287,28/05/1965,7,0.00831276,0.065721397,-0.010119156,0.897431881,0.878029647,0.065053492
1956 to 1968,1961 to 1968,8,7288,28/05/1965,8,0.002847694,0.052294512,-0.010119156,0.847113061,0.873313434,0.061127131
1956 to 1968,1961 to 1968,8,7289,28/05/1965,9,-0.008798103,0.05024818,-0.010119156,0.941238134,1.026380781,0.063770225
1956 to 1968,1961 to 1968,8,7290,28/05/1965,10,-0.002912174,0.076887236,-0.010119156,0.993404747,1.093164132,0.065199342
1956 to 1968,1961 to 1968,8,7291,28/05/1965,11,0.009203537,0.054112835,-0.010119156,0.980449481,1.069925074,0.065680106
1956 to 1968,1961 to 1968,8,7292,28/05/1965,12,-0.031131408,0.084343513,-0.010119156,1.089572867,1.376014247,0.075711507
1956 to 1968,1961 to 1968,8,7293,28/05/1965,13,-0.016771994,0.057636386,-0.010119156,0.997753661,1.081759575,0.063614996
1956 to 1968,1961 to 1968,8,7294,28/05/1965,14,-0.019290009,0.066810179,-0.010119156,1.081895092,1.247555067,0.073080008
1956 to 1968,1961 to 1968,8,7295,28/05/1965,15,-0.030147213,0.045503103,-0.010119156,0.963225115,0.996466599,0.063682909
1956 to 1968,1961 to 1968,8,7296,28/05/1965,16,-0.015285602,0.045825458,-0.010119156,1.134469728,1.399360753,0.06883056
1956 to 1968,1961 to 1968,8,7297,28/05/1965,17,-0.008521591,0.057384618,-0.010119156,1.133726553,1.440104337,0.079883846
