subperiodlarge,subperiodsmall,TESTPERIOD,OBS,date,port,ret_Port_Mean,ret_Port_Sd,mkt_Port_Mean,beta_Port_Mean,beta_sq_Port_Mean,sdres_Port_Mean
1946 to 1955,1946 to 1950,4,3431,30/04/1949,11,-0.02780434,0.056787299,-0.033530765,1.015830119,1.079064472,0.075301788
1946 to 1955,1946 to 1950,4,3432,30/04/1949,12,-0.028058148,0.104759742,-0.033530765,0.991916528,1.145000177,0.07510776
1946 to 1955,1946 to 1950,4,3433,30/04/1949,13,-0.042935976,0.06459371,-0.033530765,1.006468263,1.171757415,0.083522611
1946 to 1955,1946 to 1950,4,3434,30/04/1949,14,-0.07040483,0.074363714,-0.033530765,1.145118706,1.500438766,0.082531981
1946 to 1955,1946 to 1950,4,3435,30/04/1949,15,-0.030303482,0.074200311,-0.033530765,1.397001725,2.28574234,0.098098533
1946 to 1955,1946 to 1950,4,3436,30/04/1949,16,-0.055186925,0.059429149,-0.033530765,1.2678535,1.985648428,0.086220579
1946 to 1955,1946 to 1950,4,3437,30/04/1949,17,-0.057407772,0.081522099,-0.033530765,1.216651178,1.549098388,0.083548904
1946 to 1955,1946 to 1950,4,3438,30/04/1949,18,-0.074505071,0.082712087,-0.033530765,1.550560635,2.607988794,0.113651965
1946 to 1955,1946 to 1950,4,3439,30/04/1949,19,-0.077006296,0.066303831,-0.033530765,1.576167364,2.686547643,0.107555629
1946 to 1955,1946 to 1950,4,3440,30/04/1949,20,-0.029177421,0.114080844,-0.033530765,1.425958524,2.419500451,0.113659531
1946 to 1955,1946 to 1950,4,3441,31/05/1949,1,0.001993883,0.041700179,-0.047597038,0.423227244,0.193799256,0.054274775
1946 to 1955,1946 to 1950,4,3442,31/05/1949,2,-0.007531283,0.061202351,-0.047597038,0.598864448,0.396515046,0.059751185
1946 to 1955,1946 to 1950,4,3443,31/05/1949,3,0.000953725,0.044431492,-0.047597038,0.561939592,0.342114901,0.056103354
1946 to 1955,1946 to 1950,4,3444,31/05/1949,4,-0.023164113,0.060297863,-0.047597038,0.655687865,0.459883753,0.058200651
1946 to 1955,1946 to 1950,4,3445,31/05/1949,5,-0.023494309,0.063417622,-0.047597038,0.73310016,0.604784651,0.067546951
1946 to 1955,1946 to 1950,4,3446,31/05/1949,6,-0.041800416,0.069979764,-0.047597038,0.842818067,0.77028822,0.070415969
1946 to 1955,1946 to 1950,4,3447,31/05/1949,7,-0.035709984,0.051126463,-0.047597038,0.751214261,0.61065528,0.063182136
1946 to 1955,1946 to 1950,4,3448,31/05/1949,8,-0.038727046,0.053379234,-0.047597038,0.832674606,0.737601671,0.064881147
1946 to 1955,1946 to 1950,4,3449,31/05/1949,9,-0.035571651,0.066956632,-0.047597038,0.856228683,0.800051465,0.066325769
1946 to 1955,1946 to 1950,4,3450,31/05/1949,10,-0.042220285,0.053066853,-0.047597038,0.877414875,0.841261896,0.070122854
1946 to 1955,1946 to 1950,4,3451,31/05/1949,11,-0.048380373,0.062950942,-0.047597038,1.015830119,1.079064472,0.075301788
1946 to 1955,1946 to 1950,4,3452,31/05/1949,12,-0.056795728,0.059729328,-0.047597038,0.991916528,1.145000177,0.07510776
1946 to 1955,1946 to 1950,4,3453,31/05/1949,13,-0.057187958,0.061683144,-0.047597038,1.006468263,1.171757415,0.083522611
1946 to 1955,1946 to 1950,4,3454,31/05/1949,14,-0.054929444,0.078111242,-0.047597038,1.145118706,1.500438766,0.082531981
1946 to 1955,1946 to 1950,4,3455,31/05/1949,15,-0.043165718,0.094140736,-0.047597038,1.397001725,2.28574234,0.098098533
1946 to 1955,1946 to 1950,4,3456,31/05/1949,16,-0.073720902,0.050716842,-0.047597038,1.2678535,1.985648428,0.086220579
1946 to 1955,1946 to 1950,4,3457,31/05/1949,17,-0.083195161,0.066558597,-0.047597038,1.216651178,1.549098388,0.083548904
1946 to 1955,1946 to 1950,4,3458,31/05/1949,18,-0.081384479,0.070681251,-0.047597038,1.550560635,2.607988794,0.113651965
1946 to 1955,1946 to 1950,4,3459,31/05/1949,19,-0.102258958,0.057047145,-0.047597038,1.576167364,2.686547643,0.107555629
1946 to 1955,1946 to 1950,4,3460,31/05/1949,20,-0.060584813,0.090998825,-0.047597038,1.425958524,2.419500451,0.113659531
1946 to 1955,1946 to 1950,4,3461,30/06/1949,1,0.008668853,0.035167141,-0.010312932,0.423227244,0.193799256,0.054274775
1946 to 1955,1946 to 1950,4,3462,30/06/1949,2,0.016504603,0.056866442,-0.010312932,0.598864448,0.396515046,0.059751185
1946 to 1955,1946 to 1950,4,3463,30/06/1949,3,-0.004155434,0.057827276,-0.010312932,0.561939592,0.342114901,0.056103354
1946 to 1955,1946 to 1950,4,3464,30/06/1949,4,0.000413374,0.060286716,-0.010312932,0.655687865,0.459883753,0.058200651
1946 to 1955,1946 to 1950,4,3465,30/06/1949,5,7.07E-05,0.062311916,-0.010312932,0.73310016,0.604784651,0.067546951
1946 to 1955,1946 to 1950,4,3466,30/06/1949,6,-0.00659838,0.064326053,-0.010312932,0.842818067,0.77028822,0.070415969
1946 to 1955,1946 to 1950,4,3467,30/06/1949,7,-0.022389337,0.05434044,-0.010312932,0.751214261,0.61065528,0.063182136
1946 to 1955,1946 to 1950,4,3468,30/06/1949,8,-0.005835152,0.051187704,-0.010312932,0.832674606,0.737601671,0.064881147
1946 to 1955,1946 to 1950,4,3469,30/06/1949,9,-0.001212794,0.071579398,-0.010312932,0.856228683,0.800051465,0.066325769
1946 to 1955,1946 to 1950,4,3470,30/06/1949,10,0.007560483,0.064780391,-0.010312932,0.877414875,0.841261896,0.070122854
1946 to 1955,1946 to 1950,4,3471,30/06/1949,11,-0.00191976,0.059851535,-0.010312932,1.015830119,1.079064472,0.075301788
1946 to 1955,1946 to 1950,4,3472,30/06/1949,12,-0.005491458,0.054686729,-0.010312932,0.991916528,1.145000177,0.07510776
1946 to 1955,1946 to 1950,4,3473,30/06/1949,13,0.003391536,0.064899698,-0.010312932,1.006468263,1.171757415,0.083522611
1946 to 1955,1946 to 1950,4,3474,30/06/1949,14,-0.025292284,0.046291487,-0.010312932,1.145118706,1.500438766,0.082531981
1946 to 1955,1946 to 1950,4,3475,30/06/1949,15,-0.007005693,0.062488596,-0.010312932,1.397001725,2.28574234,0.098098533
1946 to 1955,1946 to 1950,4,3476,30/06/1949,16,-0.035206894,0.071698641,-0.010312932,1.2678535,1.985648428,0.086220579
1946 to 1955,1946 to 1950,4,3477,30/06/1949,17,-0.022796666,0.072542271,-0.010312932,1.216651178,1.549098388,0.083548904
1946 to 1955,1946 to 1950,4,3478,30/06/1949,18,-0.018052725,0.081984159,-0.010312932,1.550560635,2.607988794,0.113651965
1946 to 1955,1946 to 1950,4,3479,30/06/1949,19,-0.033496632,0.06102919,-0.010312932,1.576167364,2.686547643,0.107555629
1946 to 1955,1946 to 1950,4,3480,30/06/1949,20,0.008070979,0.09499472,-0.010312932,1.425958524,2.419500451,0.113659531
1946 to 1955,1946 to 1950,4,3481,29/07/1949,1,0.049041028,0.033030475,0.062519446,0.423227244,0.193799256,0.054274775
1946 to 1955,1946 to 1950,4,3482,29/07/1949,2,0.048952753,0.042836778,0.062519446,0.598864448,0.396515046,0.059751185
1946 to 1955,1946 to 1950,4,3483,29/07/1949,3,0.029583857,0.052466534,0.062519446,0.561939592,0.342114901,0.056103354
1946 to 1955,1946 to 1950,4,3484,29/07/1949,4,0.036049971,0.053227588,0.062519446,0.655687865,0.459883753,0.058200651
1946 to 1955,1946 to 1950,4,3485,29/07/1949,5,0.060957986,0.055537535,0.062519446,0.73310016,0.604784651,0.067546951
1946 to 1955,1946 to 1950,4,3486,29/07/1949,6,0.04882143,0.04656613,0.062519446,0.842818067,0.77028822,0.070415969
1946 to 1955,1946 to 1950,4,3487,29/07/1949,7,0.064675766,0.081235316,0.062519446,0.751214261,0.61065528,0.063182136
1946 to 1955,1946 to 1950,4,3488,29/07/1949,8,0.068226121,0.061945397,0.062519446,0.832674606,0.737601671,0.064881147
1946 to 1955,1946 to 1950,4,3489,29/07/1949,9,0.089358193,0.065957617,0.062519446,0.856228683,0.800051465,0.066325769
1946 to 1955,1946 to 1950,4,3490,29/07/1949,10,0.066307968,0.137471279,0.062519446,0.877414875,0.841261896,0.070122854
1946 to 1955,1946 to 1950,4,3491,29/07/1949,11,0.054388297,0.044305436,0.062519446,1.015830119,1.079064472,0.075301788
1946 to 1955,1946 to 1950,4,3492,29/07/1949,12,0.064794062,0.065067823,0.062519446,0.991916528,1.145000177,0.07510776
1946 to 1955,1946 to 1950,4,3493,29/07/1949,13,0.086242749,0.06266225,0.062519446,1.006468263,1.171757415,0.083522611
1946 to 1955,1946 to 1950,4,3494,29/07/1949,14,0.071319987,0.055475361,0.062519446,1.145118706,1.500438766,0.082531981
1946 to 1955,1946 to 1950,4,3495,29/07/1949,15,0.064102263,0.085897557,0.062519446,1.368502602,2.200544915,0.096631475
1946 to 1955,1946 to 1950,4,3496,29/07/1949,16,0.087105942,0.10087694,0.062519446,1.2678535,1.985648428,0.086220579
1946 to 1955,1946 to 1950,4,3497,29/07/1949,17,0.061214037,0.052900885,0.062519446,1.216651178,1.549098388,0.083548904
1946 to 1955,1946 to 1950,4,3498,29/07/1949,18,0.072515092,0.061523661,0.062519446,1.550560635,2.607988794,0.113651965
1946 to 1955,1946 to 1950,4,3499,29/07/1949,19,0.05846832,0.083695685,0.062519446,1.576167364,2.686547643,0.107555629
1946 to 1955,1946 to 1950,4,3500,29/07/1949,20,0.065719445,0.063040565,0.062519446,1.425958524,2.419500451,0.113659531
1946 to 1955,1946 to 1950,4,3501,31/08/1949,1,-0.007111112,0.046834979,0.025049534,0.423227244,0.193799256,0.054274775
1946 to 1955,1946 to 1950,4,3502,31/08/1949,2,0.026841166,0.054383113,0.025049534,0.598875413,0.398043232,0.059859394
1946 to 1955,1946 to 1950,4,3503,31/08/1949,3,0.02892828,0.038825544,0.025049534,0.561939592,0.342114901,0.056103354
1946 to 1955,1946 to 1950,4,3504,31/08/1949,4,0.008625852,0.038218191,0.025049534,0.655687865,0.459883753,0.058200651
1946 to 1955,1946 to 1950,4,3505,31/08/1949,5,0.035127706,0.058654976,0.025049534,0.73310016,0.604784651,0.067546951
1946 to 1955,1946 to 1950,4,3506,31/08/1949,6,0.025117857,0.044223651,0.025049534,0.842818067,0.77028822,0.070415969
1946 to 1955,1946 to 1950,4,3507,31/08/1949,7,0.022213847,0.055076423,0.025049534,0.751214261,0.61065528,0.063182136
1946 to 1955,1946 to 1950,4,3508,31/08/1949,8,0.029056565,0.054683551,0.025049534,0.832674606,0.737601671,0.064881147
1946 to 1955,1946 to 1950,4,3509,31/08/1949,9,0.035557799,0.045924613,0.025049534,0.856228683,0.800051465,0.066325769
1946 to 1955,1946 to 1950,4,3510,31/08/1949,10,0.033241125,0.049265338,0.025049534,0.877414875,0.841261896,0.070122854
1946 to 1955,1946 to 1950,4,3511,31/08/1949,11,0.034222604,0.05092848,0.025049534,1.015830119,1.079064472,0.075301788
1946 to 1955,1946 to 1950,4,3512,31/08/1949,12,0.036798468,0.070189233,0.025049534,0.991916528,1.145000177,0.07510776
1946 to 1955,1946 to 1950,4,3513,31/08/1949,13,-0.003453509,0.080621451,0.025049534,1.006468263,1.171757415,0.083522611
1946 to 1955,1946 to 1950,4,3514,31/08/1949,14,0.026283082,0.065591248,0.025049534,1.145118706,1.500438766,0.082531981
1946 to 1955,1946 to 1950,4,3515,31/08/1949,15,0.032381273,0.043553893,0.025049534,1.368502602,2.200544915,0.096631475
1946 to 1955,1946 to 1950,4,3516,31/08/1949,16,0.02946098,0.086040736,0.025049534,1.2678535,1.985648428,0.086220579
1946 to 1955,1946 to 1950,4,3517,31/08/1949,17,0.029878151,0.062045935,0.025049534,1.216651178,1.549098388,0.083548904
1946 to 1955,1946 to 1950,4,3518,31/08/1949,18,0.011697903,0.047762928,0.025049534,1.550560635,2.607988794,0.113651965
1946 to 1955,1946 to 1950,4,3519,31/08/1949,19,0.014075957,0.081449219,0.025049534,1.576167364,2.686547643,0.107555629
1946 to 1955,1946 to 1950,4,3520,31/08/1949,20,-0.010234843,0.091907655,0.025049534,1.425958524,2.419500451,0.113659531
1946 to 1955,1946 to 1950,4,3521,30/09/1949,1,0.012410561,0.048133607,0.043658079,0.423227244,0.193799256,0.054274775
1946 to 1955,1946 to 1950,4,3522,30/09/1949,2,0.052032495,0.098796468,0.043658079,0.598864448,0.396515046,0.059751185
1946 to 1955,1946 to 1950,4,3523,30/09/1949,3,0.037146704,0.05025562,0.043658079,0.561939592,0.342114901,0.056103354
1946 to 1955,1946 to 1950,4,3524,30/09/1949,4,0.043188406,0.051033196,0.043658079,0.655687865,0.459883753,0.058200651
1946 to 1955,1946 to 1950,4,3525,30/09/1949,5,0.026846199,0.054961293,0.043658079,0.73310016,0.604784651,0.067546951
1946 to 1955,1946 to 1950,4,3526,30/09/1949,6,0.046998547,0.054742072,0.043658079,0.842818067,0.77028822,0.070415969
1946 to 1955,1946 to 1950,4,3527,30/09/1949,7,0.022372185,0.057826522,0.043658079,0.751214261,0.61065528,0.063182136
1946 to 1955,1946 to 1950,4,3528,30/09/1949,8,0.044026328,0.053570274,0.043658079,0.832674606,0.737601671,0.064881147
1946 to 1955,1946 to 1950,4,3529,30/09/1949,9,0.041549913,0.057253056,0.043658079,0.856228683,0.800051465,0.066325769
1946 to 1955,1946 to 1950,4,3530,30/09/1949,10,0.05438262,0.077477294,0.043658079,0.877414875,0.841261896,0.070122854
1946 to 1955,1946 to 1950,4,3531,30/09/1949,11,0.042882837,0.074610909,0.043658079,1.015830119,1.079064472,0.075301788
1946 to 1955,1946 to 1950,4,3532,30/09/1949,12,0.046203535,0.07891117,0.043658079,0.991916528,1.145000177,0.07510776
1946 to 1955,1946 to 1950,4,3533,30/09/1949,13,0.058458768,0.069647583,0.043658079,1.006468263,1.171757415,0.083522611
1946 to 1955,1946 to 1950,4,3534,30/09/1949,14,0.035043624,0.071122443,0.043658079,1.145118706,1.500438766,0.082531981
1946 to 1955,1946 to 1950,4,3535,30/09/1949,15,0.068159862,0.089319437,0.043658079,1.368502602,2.200544915,0.096631475
1946 to 1955,1946 to 1950,4,3536,30/09/1949,16,0.057536421,0.074474013,0.043658079,1.2678535,1.985648428,0.086220579
1946 to 1955,1946 to 1950,4,3537,30/09/1949,17,0.035611433,0.062367428,0.043658079,1.216651178,1.549098388,0.083548904
1946 to 1955,1946 to 1950,4,3538,30/09/1949,18,0.053120959,0.050952167,0.043658079,1.550560635,2.607988794,0.113651965
1946 to 1955,1946 to 1950,4,3539,30/09/1949,19,0.06109428,0.104628483,0.043658079,1.576167364,2.686547643,0.107555629
1946 to 1955,1946 to 1950,4,3540,30/09/1949,20,0.043548022,0.072575291,0.043658079,1.425958524,2.419500451,0.113659531
1946 to 1955,1946 to 1950,4,3541,31/10/1949,1,0.027604931,0.052514552,0.04030719,0.423227244,0.193799256,0.054274775
1946 to 1955,1946 to 1950,4,3542,31/10/1949,2,0.037230436,0.05262977,0.04030719,0.598864448,0.396515046,0.059751185
1946 to 1955,1946 to 1950,4,3543,31/10/1949,3,0.028353447,0.047157463,0.04030719,0.561939592,0.342114901,0.056103354
1946 to 1955,1946 to 1950,4,3544,31/10/1949,4,0.029910542,0.064198108,0.04030719,0.655687865,0.459883753,0.058200651
1946 to 1955,1946 to 1950,4,3545,31/10/1949,5,0.019609824,0.047155963,0.04030719,0.73310016,0.604784651,0.067546951
1946 to 1955,1946 to 1950,4,3546,31/10/1949,6,0.034625595,0.058945349,0.04030719,0.842818067,0.77028822,0.070415969
1946 to 1955,1946 to 1950,4,3547,31/10/1949,7,0.03288651,0.04223991,0.04030719,0.751214261,0.61065528,0.063182136
1946 to 1955,1946 to 1950,4,3548,31/10/1949,8,0.031309589,0.050041401,0.04030719,0.832674606,0.737601671,0.064881147
1946 to 1955,1946 to 1950,4,3549,31/10/1949,9,0.038674283,0.060191251,0.04030719,0.856228683,0.800051465,0.066325769
1946 to 1955,1946 to 1950,4,3550,31/10/1949,10,0.039286307,0.065657515,0.04030719,0.877414875,0.841261896,0.070122854
1946 to 1955,1946 to 1950,4,3551,31/10/1949,11,0.046638744,0.069652209,0.04030719,1.015830119,1.079064472,0.075301788
1946 to 1955,1946 to 1950,4,3552,31/10/1949,12,0.061687711,0.090341691,0.04030719,0.991916528,1.145000177,0.07510776
1946 to 1955,1946 to 1950,4,3553,31/10/1949,13,0.026349362,0.07381139,0.04030719,1.006468263,1.171757415,0.083522611
1946 to 1955,1946 to 1950,4,3554,31/10/1949,14,0.068114918,0.086401852,0.04030719,1.145118706,1.500438766,0.082531981
1946 to 1955,1946 to 1950,4,3555,31/10/1949,15,0.043331482,0.081405596,0.04030719,1.368502602,2.200544915,0.096631475
1946 to 1955,1946 to 1950,4,3556,31/10/1949,16,0.036267335,0.062049789,0.04030719,1.2678535,1.985648428,0.086220579
1946 to 1955,1946 to 1950,4,3557,31/10/1949,17,0.040168409,0.07563932,0.04030719,1.216651178,1.549098388,0.083548904
1946 to 1955,1946 to 1950,4,3558,31/10/1949,18,0.032383172,0.071523589,0.04030719,1.550560635,2.607988794,0.113651965
1946 to 1955,1946 to 1950,4,3559,31/10/1949,19,0.064214359,0.072031923,0.04030719,1.576167364,2.686547643,0.107555629
1946 to 1955,1946 to 1950,4,3560,31/10/1949,20,0.051301816,0.077288551,0.04030719,1.425958524,2.419500451,0.113659531
